O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,AC_NO,Position,Party Code
3,NANDADEB BRAHMA,Voters Party International,482,21,503,0.36,33,9,VPI
4,PHANIN BORO,"United People’s Party, Liberal",34899,683,35582,25.43,33,3,UPPL
5,RUPAM KUMAR DAS,Assam Jatiya Parishad,9766,185,9951,7.11,33,4,AJP
6,ABDUL AWAL PARAMANIK,Independent,657,12,669,0.48,33,7,I
7,SOLEMAN MONDAL,Independent,548,23,571,0.41,33,8,I
8,BAHARUL ISLAM NAGORI,Independent,777,11,788,0.56,33,6,I
9,NOTA,None of the Above,1368,20,1388,0.99,33,5,NOTA
1,ABDUL BATIN KHANDAKAR,Indian National Congress,92698,578,93276,58.58,34,1,INC
2,ASRAFUL ISLAM,All India Trinamool Congress,1545,22,1567,0.98,34,3,AITC
3,BHUPEN ROY,Asom Gana Parishad,59637,858,60495,38.0,34,2,AGP
4,AJANTA BARUAH,Assam Jatiya Parishad,1173,91,1264,0.79,34,4,AJP
5,SHYAM RAJ RABHA,Janata Dal (United),349,17,366,0.23,34,8,JD(U)
6,JAHIDUL ISLAM,Independent,406,7,413,0.26,34,7,I
7,SHEIKH ABDULLAH,Independent,808,3,811,0.51,34,6,I
8,NOTA,None of the Above,1015,10,1025,0.64,34,5,NOTA
1,PURNENDU BANIKYA,Asom Gana Parishad,65130,739,65869,35.59,35,2,AGP
2,PRADIP SARKAR,Indian National Congress,112341,613,112954,61.04,35,1,INC
3,KAUSHIK RANJAN DAS,Independent,2090,15,2105,1.14,35,4,I
4,ROMONATH MONDAL,Independent,2469,20,2489,1.34,35,3,I
5,NOTA,None of the Above,1617,25,1642,0.89,35,5,NOTA
1,MANOJ KUMAR BASUMATARY (MUNITION),National People's Party,1180,10,1190,0.66,36,8,NPP
2,JADAB SWARGIARY,Indian National Congress,78347,204,78551,43.46,36,1,INC
3,SHYAMJIT RABHA,Bharatiya Janata Party,76995,280,77275,42.75,36,2,BJP
4,DIGANTA KUMAR RABHA,Janata Dal (United),1257,13,1270,0.7,36,7,JD(U)
5,BORJIT BORO,Voters Party International,2451,11,2462,1.36,36,4,VPI
6,ANIL RABHA,Independent,675,3,678,0.38,36,9,I
7,DIPAK KUMAR RABHA,Independent,16443,44,16487,9.12,36,3,I
8,BATSRANG G. MOMIN,Independent,1470,5,1475,0.82,36,5,I
9,NOTA,None of the Above,1362,5,1367,0.76,36,6,NOTA
1,ABUL KALAM RASHEED ALAM,Indian National Congress,112744,251,112995,57.81,37,1,INC
2,KOFIL UDDIN AHMED,Nationalist Congress Party,1055,4,1059,0.54,37,9,NCP
3,JYOTISH DAS,Asom Gana Parishad,67422,325,67747,34.66,37,2,AGP
4,RINKU MAZUMDAR,National People's Party,1547,4,1551,0.79,37,5,NPP
5,SHEIKH MD. JIAUL HOQUE,All India Trinamool Congress,662,3,665,0.34,37,11,AITC
6,IMDAD HUSSAIN,Assam Jatiya Parishad,1235,14,1249,0.64,37,8,AJP
7,CHITRALEKHA DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),322,5,327,0.17,37,14,SUCOI(C)
8,FARUK AHMED,All India Minorities Front,862,1,863,0.44,37,10,AIMF
9,MAZIBAR RAHMAN,Republican Party of India (A),513,0,513,0.26,37,13,RPI(A)
10,AMINUL HOQUE,Independent,3434,3,3437,1.76,37,3,I
11,DHARMA NARAYAN NATH,Independent,1330,11,1341,0.69,37,7,I
12,MEHBUBAR RAHMAN,Independent,665,0,665,0.34,37,11,I
13,RANJAN SARKAR,Independent,1354,2,1356,0.69,37,6,I
14,NOTA,None of the Above,1697,9,1706,0.87,37,4,NOTA
1,ABDUR RASHID MANDAL,Indian National Congress,85553,199,85752,54.18,38,1,INC
2,ABDUL BATEN SIKDAR,National People's Party,1463,5,1468,0.93,38,5,NPP
3,NIZAM UDDIN,All India Trinamool Congress,946,3,949,0.6,38,9,AITC
4,SHEIKH SHAH ALOM,Asom Gana Parishad,39599,129,39728,25.1,38,2,AGP
5,ABTABUL AMBIA MOLLAH,Janata Dal (United),317,5,322,0.2,38,15,JD(U)
6,SAFIOR RAHMAN,Assam Jatiya Parishad,686,13,699,0.44,38,11,AJP
7,PUSPADHAR NATH,Voters Party International,1250,7,1257,0.79,38,7,VPI
8,MOHIBUL ISLAM,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),808,6,814,0.51,38,10,SUCOI(C)
9,CHAN ALI MIAH,Independent,17745,41,17786,11.24,38,3,I
10,JAHANGIR ALOM MONDAL,Independent,567,1,568,0.36,38,13,I
11,JEHIRUL ISLAM,Independent,626,2,628,0.4,38,12,I
12,DELOWAR HUSSAIN,Independent,532,1,533,0.34,38,14,I
13,NABAJYOTI RABHA,Independent,5244,32,5276,3.33,38,4,I
14,PABITRA KUMAR NATH,Independent,1196,3,1199,0.76,38,8,I
15,NOTA,None of the Above,1298,10,1308,0.83,38,6,NOTA
1,Aftab Uddin Mollah,Indian National Congress,75826,200,76026,50.75,39,1,INC
2,Osman Goni,Bharatiya Janata Party,14015,38,14053,9.38,39,3,BJP
3,Khurshid Mirza Ashikur Rahman,All India Trinamool Congress,1842,5,1847,1.23,39,4,AITC
4,DR. Reza M A Amin,All India United Democratic Front,53950,96,54046,36.08,39,2,AIUDF
5,Osman Goni Mollah,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),564,2,566,0.38,39,9,SUCOI(C)
6,Roshidul Hoque,Assam Jatiya Parishad,913,2,915,0.61,39,6,AJP
7,Akheruzzaman Mollah,Independent,754,0,754,0.5,39,7,I
8,Mujaharul Islam,Independent,626,0,626,0.42,39,8,I
9,NOTA,None of the Above,968,2,970,0.65,39,5,NOTA
1,MANORANJAN TALUKDAR,Communist Party of India (Marxist),95638,496,96134,50.21,40,1,CPI(M)
2,SANKAR CHANDRA DAS,Bharatiya Janata Party,85248,624,85872,44.85,40,2,BJP
3,DEVANANDA DAS,Janata Dal (United),617,27,644,0.34,40,9,JD(U)
4,PRAKASH BRAHMA,Republican Party of India (Athawale),593,24,617,0.32,40,10,RPI(A)
5,MATIAR RAHMAN,The National Road Map Party of India,396,4,400,0.21,40,11,TNRMPI
6,SANTANU MUKHERJEE,Political Justice Party,850,2,852,0.45,40,7,PJP
7,ABDUL HANNAN,Independent,790,5,795,0.42,40,8,I
8,IKBAL HUSSAIN,Independent,869,4,873,0.46,40,6,I
9,DWIPEN BARMAN,Independent,2416,16,2432,1.27,40,3,I
10,FAIZAN NESSA,Independent,935,10,945,0.49,40,5,I
11,NOTA,None of the Above,1880,16,1896,0.99,40,4,NOTA
1,PHANIDHAR TALUKDAR,All India United Democratic Front,55546,429,55975,44.57,41,1,AIUDF
2,RANJIT DEKA,Asom Gana Parishad,52236,512,52748,42.0,41,2,AGP
3,ANOWAR UDDIN AHMED,Republican Party of India (Athawale),462,10,472,0.38,41,11,RPI(A)
4,SATYA CHANDRA ARJYA,Bharatiya Gana Parishad,348,21,369,0.29,41,13,BGP
5,HASEN ALI,Voters Party International,529,5,534,0.43,41,10,VPI
6,ABUL KALAM AZAD,Independent,5351,49,5400,4.3,41,3,I
7,KAMAL KUMAR MEDHI,Independent,3190,27,3217,2.56,41,4,I
8,SUBAN ALI,Independent,415,1,416,0.33,41,12,I
9,BINOY KHERKATARY,Independent,1563,31,1594,1.27,41,5,I
10,MAKHAN SWARGIARY,Independent,1333,25,1358,1.08,41,7,I
11,MD. RAHMAN ALI,Independent,1037,12,1049,0.84,41,8,I
12,RUHUL AMIN,Independent,1432,2,1434,1.14,41,6,I
13,NOTA,None of the Above,1027,10,1037,0.83,41,9,NOTA
1,RANJEET KUMAR DASS,Bharatiya Janata Party,80163,1121,81284,71.67,42,1,BJP
2,SANTANU SARMA,Indian National Congress,18203,228,18431,16.25,42,2,INC
3,KRISHNAMANI DAS,Republican Party of India (Athawale),589,19,608,0.54,42,6,RPI(A)
4,PABINDRA DEKA,Assam Jatiya Parishad,9613,218,9831,8.67,42,3,AJP
5,CHAKRA PANI MEDHI,Independent,1558,17,1575,1.39,42,5,I
6,NOTA,None of the Above,1669,16,1685,1.49,42,4,NOTA
1,ABDUR RAHIM AHMED,Indian National Congress,110509,574,111083,61.04,43,1,INC
2,Gunindra Nath Das,Asom Gana Parishad,65897,467,66364,36.47,43,2,AGP
3,SIRAJUL HOQUE,Rashtriya Ulama Council,749,5,754,0.41,43,5,RUC
4,Pintu Ghosh,Political Justice Party,686,8,694,0.38,43,6,PJP
5,Shyamal Kr. Mandal,Janata Dal (United),384,21,405,0.22,43,7,JD(U)
6,SHAFIQUL ISLAM,The National Road Map Party of India,961,4,965,0.53,43,4,TNRMPI
7,NOTA,None of the Above,1672,55,1727,0.95,43,3,NOTA
1,Abdul Jalil Talukdar,All India Trinamool Congress,1204,8,1212,0.66,44,6,AITC
2,Rafiqul Islam,All India United Democratic Front,155917,266,156183,84.6,44,1,AIUDF
3,Shahidul Islam,Bharatiya Janata Party,11353,55,11408,6.18,44,2,BJP
4,Zinnat Ali,The National Road Map Party of India,486,2,488,0.26,44,11,TNRMPI
5,Mazidul Islam,National Republican Congress,304,4,308,0.17,44,12,NRC
6,Shukur Ali,Assam Jatiya Parishad,778,6,784,0.42,44,8,AJP
7,Sheikh Jamsedur Rahman,Janata Dal (United),165,0,165,0.09,44,13,JD(U)
8,Arshad Ahmed,Independent,683,5,688,0.37,44,9,I
9,Ashraful Islam,Independent,8317,17,8334,4.51,44,3,I
10,Inumani Begum,Independent,573,0,573,0.31,44,10,I
11,Faruk Khan,Independent,1835,3,1838,1.0,44,4,I
12,Raizuddin,Independent,1742,2,1744,0.94,44,5,I
13,NOTA,None of the Above,884,6,890,0.48,44,7,NOTA
1,Rajib Ahmed,All India United Democratic Front,65338,77,65415,43.24,45,2,AIUDF
2,Sherman Ali Ahmed,Indian National Congress,79245,112,79357,52.46,45,1,INC
3,Hasinara Khatun,Bharatiya Janata Party,3018,20,3038,2.01,45,3,BJP
4,Abdul Aziz,Voters Party International,612,1,613,0.41,45,6,VPI
5,Salim Khan,Bhartiya Rashtrawadi Party,170,0,170,0.11,45,10,BRP
6,Jahidul Islam,Janata Dal (United),158,0,158,0.1,45,11,JD(U)
7,Moshwaraf Hussein,The National Road Map Party of India,408,1,409,0.27,45,8,TNRMPI
8,Rejaul Karim,Republican Party of India (Athawale),617,0,617,0.41,45,5,RPI(A)
9,Lil Chan Uddin,Republican Party of India (A),272,0,272,0.18,45,9,RPI(A)
10,Afil Uddin Talukdar,Independent,486,1,487,0.32,45,7,I
11,NOTA,None of the Above,737,3,740,0.49,45,4,NOTA
1,KALPANA PATOWARY,Asom Gana Parishad,47272,232,47504,26.56,46,2,AGP
2,SAYED JEHERUL ISLAM,All India Trinamool Congress,1082,15,1097,0.61,46,6,AITC
3,JAKIR HUSSAIN SIKDAR,Indian National Congress,76669,376,77045,43.07,46,1,INC
4,MINAKSHI RAHMAN,All India United Democratic Front,44577,228,44805,25.05,46,3,AIUDF
5,AJIDUL ISLAM,Republican Party of India (A),544,4,548,0.31,46,10,RPI(A)
6,NAJRUL ISLAM,Janata Party,447,5,452,0.25,46,12,JP
7,NABAB MEZBAHUL ALAM,Janata Dal (United),194,0,194,0.11,46,13,JD(U)
8,MANIK CHANDRA BARO,Assam Jatiya Parishad,3062,31,3093,1.73,46,4,AJP
9,SHAHJAHAN ALI,The National Road Map Party of India,711,0,711,0.4,46,9,TNRMPI
10,HALIMA KHATUN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),462,1,463,0.26,46,11,SUCOI(C)
11,BINAD ALI,Independent,922,1,923,0.52,46,7,I
12,MATIAR RAHMAN,Independent,778,2,780,0.44,46,8,I
13,NOTA,None of the Above,1260,5,1265,0.71,46,5,NOTA
1,ABDUL GONI,All India Trinamool Congress,1612,5,1617,1.26,47,4,AITC
2,ASHRAFUL HUSSAIN,All India United Democratic Front,75108,204,75312,58.83,47,1,AIUDF
3,RABIUL HUSSAIN,Asom Gana Parishad,23263,110,23373,18.26,47,2,AGP
4,SUKUR ALI AHMED,Indian National Congress,22498,75,22573,17.63,47,3,INC
5,GIAS UDDIN AHMED,Assam Jatiya Parishad,728,5,733,0.57,47,7,AJP
6,JASHIM KHAN,Voters Party International,469,0,469,0.37,47,9,VPI
7,SEKH NURUL ALAM,Republican Party of India (Athawale),352,0,352,0.27,47,12,RPI(A)
8,RUPDHAN AHMED,Bahujan Maha Party,1288,2,1290,1.01,47,5,BMP
9,ABUL HASHEM,Independent,427,2,429,0.34,47,10,I
10,ABDUR RAHIM ALI,Independent,375,0,375,0.29,47,11,I
11,NURUL AMIN,Independent,787,1,788,0.62,47,6,I
12,NOTA,None of the Above,695,1,696,0.54,47,8,NOTA
1,GOPI NATH DAS,All India Trinamool Congress,12542,29,12571,6.13,48,3,AITC
2,JYOTI PRASAD DAS,Asom Gana Parishad,67985,162,68147,33.23,48,2,AGP
3,NANDITA DAS,Indian National Congress,120504,109,120613,58.82,48,1,INC
4,NOTA,None of the Above,3723,12,3735,1.82,48,4,NOTA
1,DR. KAMALA KANTA KALITA,Asom Gana Parishad,65756,64,65820,39.5,49,2,AGP
2,REKIBUDDIN AHMED,Indian National Congress,93826,38,93864,56.32,49,1,INC
3,DEBAJIT ADHIKARI,Assam Jatiya Parishad,2476,5,2481,1.49,49,3,AJP
4,NURUL ISLAM,Rashtriya Lok Samta Party,360,0,360,0.22,49,9,RLSP
5,SHYAMAL DUTTA,Bharatiya Gana Parishad,689,1,690,0.41,49,6,BGP
6,AZMAL HOQUE,Independent,577,1,578,0.35,49,7,I
7,NOIMUDDIN AHMED,Independent,535,0,535,0.32,49,8,I
8,DR. FARUK AHMED BHUYAN,Independent,834,0,834,0.5,49,5,I
9,NOTA,None of the Above,1484,3,1487,0.89,49,4,NOTA
1,JATIN MALI,Indian National Congress,27260,60,27320,20.72,50,3,INC
2,HEMANGA THAKURIA,Bharatiya Janata Party,68196,115,68311,51.81,50,1,BJP
3,PANKAJ LOCHAN GOSWAMI,Assam Jatiya Parishad,28595,46,28641,21.72,50,2,AJP
4,ANIL BORO,Independent,2297,9,2306,1.75,50,4,I
5,JURI MALI,Independent,1724,6,1730,1.31,50,5,I
6,MUKUT KALITA,Independent,1014,3,1017,0.77,50,8,I
7,MUNMI DUTTA,Independent,1091,3,1094,0.83,50,7,I
8,NOTA,None of the Above,1425,2,1427,1.08,50,6,NOTA
1,ROMEN CHANDRA BORTHAKUR,Indian National Congress,28788,63,28851,17.07,51,2,INC
2,HIMANTA BISWA SARMA,Bharatiya Janata Party,130232,530,130762,77.39,51,1,BJP
3,NABA KUMAR NATH,Independent,1211,7,1218,0.72,51,5,I
4,MOINUL HOQUE,Independent,1137,4,1141,0.68,51,6,I
5,HEMANTA KUMAR SUT,Independent,4834,4,4838,2.86,51,3,I
6,NOTA,None of the Above,2150,7,2157,1.28,51,4,NOTA
1,ATUL BORA,Bharatiya Janata Party,195218,825,196043,64.0,52,1,BJP
2,MANJIT MAHANTA,Indian National Congress,74127,259,74386,24.28,52,2,INC
3,HRIDAYANANDA GOGOI,Nationalist Congress Party,1174,10,1184,0.39,52,9,NCP
4,PALLABI RABHA,Janata Dal (United),833,14,847,0.28,52,10,JD(U)
5,PRINCE FAIZUL HAQUE,Assam Jatiya Parishad,15582,54,15636,5.1,52,3,AJP
6,SUKANTA MAZUMDAR,Bharatiya Gana Parishad,536,4,540,0.18,52,14,BGP
7,SONAMONI DAS,Lok Jan Shakti Party,735,0,735,0.24,52,12,LJSP
8,CHARAN CHANDRA DEKA,Independent,2131,24,2155,0.7,52,6,I
9,NITUL DAS,Independent,592,11,603,0.2,52,13,I
10,PALLABI DOLEY,Independent,775,13,788,0.26,52,11,I
11,BISWAJIT NATH,Independent,1236,3,1239,0.4,52,7,I
12,SHAILEN KALITA,Independent,5143,5,5148,1.68,52,5,I
13,HEMENDRA NATH DEKA,Independent,1226,6,1232,0.4,52,8,I
14,NOTA,None of the Above,5756,26,5782,1.89,52,4,NOTA
1,ASHIMA BARDOLOI,Indian National Congress,29246,115,29361,17.16,53,2,INC
2,RAJ PRASAD SAIKIA,National People's Party,643,0,643,0.38,53,7,NPP
3,SIDDHARTHA BHATTACHARYA,Bharatiya Janata Party,113033,428,113461,66.33,53,1,BJP
4,ADIP KUMAR PHUKAN,Assam Jatiya Parishad,20949,100,21049,12.31,53,3,AJP
5,PRANAB JYOTI DAS,Republican Party of India (Athawale),251,1,252,0.15,53,10,RPI(A)
6,BAPI AICH,Bharatiya Gana Parishad,228,0,228,0.13,53,11,BGP
7,BHUPEN SARMA,All India Forward Bloc,266,5,271,0.16,53,9,AIFB
8,MITALI DEKA DEVI,Lok Jan Shakti Party,371,2,373,0.22,53,8,LJSP
9,DIWAS PHUKAN,Independent,1149,6,1155,0.68,53,5,I
10,PRANAY DAS,Independent,846,4,850,0.5,53,6,I
11,NOTA,None of the Above,3403,14,3417,2.0,53,4,NOTA
1,MIRA BORTHAKUR GOSWAMI,Indian National Congress,58990,94,59084,25.72,54,2,INC
2,RAMENDRA NARAYAN KALITA,Asom Gana Parishad,137286,247,137533,59.87,54,1,AGP
3,AVIJIT CHAKRABORTY,Bharatiya Gana Parishad,2308,14,2322,1.01,54,7,BGP
4,KALYAN KUMAR SHARMA,Republican Party of India (Athawale),1175,3,1178,0.51,54,11,RPI(A)
5,KISHOR KUMAR DAS,Lok Jan Shakti Party,836,5,841,0.37,54,13,LJSP
6,DEBAKESH MALLA BUZAR BARUAH,Janata Dal (United),793,1,794,0.35,54,14,JD(U)
7,PANKAJ DAS,Swarna Bharat Party,579,3,582,0.25,54,16,SBP
8,RUNA LAILA,Assam Jatiya Parishad,5767,3,5770,2.51,54,5,AJP
9,AMITABH SARMA,Independent,867,3,870,0.38,54,12,I
10,KAZI NEKIB AHMED,Independent,1402,5,1407,0.61,54,9,I
11,DHANANJAY KALITA,Independent,5794,6,5800,2.52,54,4,I
12,NESARUDDIN AHMED,Independent,701,0,701,0.31,54,15,I
13,BALESWAR RANGPI,Independent,5869,5,5874,2.56,54,3,I
14,RAKTIMAVA SWAMI,Independent,1314,1,1315,0.57,54,10,I
15,SWAPNALI DAS,Independent,1711,7,1718,0.75,54,8,I
16,NOTA,None of the Above,3917,8,3925,1.71,54,6,NOTA
1,ANOWAR HUSSAIN(Ganesh),Indian National Congress,28456,48,28504,18.79,55,3,INC
2,SRI SUMAN HARIPRIYA,Bharatiya Janata Party,65923,242,66165,43.63,55,1,BJP
3,MD INTAJOR RAHAMAN,All India Minorities Front,1335,3,1338,0.88,55,4,AIMF
4,Dulu Ahmed,Assam Jatiya Parishad,51710,87,51797,34.15,55,2,AJP
5,MD SAFIQUL HOQUE S K,Independent,655,0,655,0.43,55,9,I
6,JAIDEEP TALUKDAR,Independent,718,1,719,0.47,55,6,I
7,PRABHAT KALITA,Independent,685,2,687,0.45,55,8,I
8,MON KASHYAP,Independent,700,0,700,0.46,55,7,I
9,NOTA,None of the Above,1099,1,1100,0.73,55,5,NOTA
1,Kishor Kumar Bhattacharyya,Indian National Congress,62582,387,62969,41.89,56,2,INC
2,Diganta Kalita,Bharatiya Janata Party,80344,739,81083,53.93,56,1,BJP
3,Sisir Kumar Kakati,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1164,7,1171,0.78,56,5,SUCOI(C)
4,Jitul Deka,Independent,3491,17,3508,2.33,56,3,I
5,NOTA,None of the Above,1597,8,1605,1.07,56,4,NOTA
1,Bhagaban Dev Misra,Communist Party of India (Marxist),64267,357,64624,39.69,57,2,CPI(M)
2,Bhabesh Kalita,Bharatiya Janata Party,84067,777,84844,52.11,57,1,BJP
3,Pabitra Boro,Voters Party International,1329,42,1371,0.84,57,6,VPI
4,DR. Babul Sahariah,Assam Jatiya Parishad,3509,51,3560,2.19,57,3,AJP
5,Biswajit Brahma,Janata Dal (United),602,9,611,0.38,57,9,JD(U)
6,Sahabuddin Ali Ahmed,Independent,1083,9,1092,0.67,57,8,I
7,Jayanta Kumar Kalita,Independent,1272,18,1290,0.79,57,7,I
8,Hareswar Barman,Independent,3486,19,3505,2.15,57,4,I
9,NOTA,None of the Above,1919,6,1925,1.18,57,5,NOTA
1,RANGJA KHUNGUR BASUMATARY,Bodoland Peoples Front,46492,143,46635,27.66,58,2,BPF
2,KANAK BASUMATARY,Voters Party International,1693,22,1715,1.02,58,9,VPI
3,NIRMALA DAS,Bharatiya Gana Parishad,7623,72,7695,4.56,58,4,BGP
4,LEHO RAM BORO,"United People’s Party, Liberal",78484,334,78818,46.75,58,1,UPPL
5,KESHAB CHANDRA RAJBONGSHI,Independent,14344,35,14379,8.53,58,3,I
6,DIMBESWAR RABHA,Independent,1553,21,1574,0.93,58,10,I
7,NAGEN CHANDRA DAS,Independent,3696,17,3713,2.2,58,6,I
8,NILAMANI RAJBONGSHI,Independent,1357,4,1361,0.81,58,12,I
9,YASWANTA CHAUHAN,Independent,6536,13,6549,3.88,58,5,I
10,RAMCHARAN DEKA,Independent,2091,12,2103,1.25,58,8,I
11,SATYA NATH KALITA,Independent,1468,7,1475,0.87,58,11,I
12,NOTA,None of the Above,2552,10,2562,1.52,58,7,NOTA
1,GOPI BARUAH,All India Trinamool Congress,1382,7,1389,0.77,59,5,AITC
2,JAYANTA MALLA BARUAH,Bharatiya Janata Party,105747,443,106190,58.84,59,1,BJP
3,PRADYUT KUMAR BHUYAN,Indian National Congress,56632,101,56733,31.43,59,2,INC
4,KENEDI PEGU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),855,7,862,0.48,59,7,SUCOI(C)
5,NAGEN DEKA,Assam Jatiya Parishad,11726,52,11778,6.53,59,3,AJP
6,APURBA PATHAK,Independent,573,2,575,0.32,59,8,I
7,KESHAB BARMAN,Independent,1147,3,1150,0.64,59,6,I
8,NOTA,None of the Above,1802,6,1808,1.0,59,4,NOTA
1,CHAMPAK KALITA,All India United Democratic Front,1104,2,1106,0.64,60,4,AIUDF
2,DIGANTA BARMAN,Indian National Congress,85697,129,85826,49.46,60,1,INC
3,NARAYAN DEKA,Bharatiya Janata Party,81580,192,81772,47.13,60,2,BJP
4,PULAKESH BARUAH,Assam Jatiya Parishad,2572,10,2582,1.49,60,3,AJP
5,SANTANU KALITA,Janata Dal (United),802,3,805,0.46,60,6,JD(U)
6,BHUPEN TALUKDAR,Independent,487,0,487,0.28,60,7,I
7,NOTA,None of the Above,941,0,941,0.54,60,5,NOTA
1,CHANDRA MOHAN PATOWARY,Bharatiya Janata Party,68016,346,68362,56.73,61,1,BJP
2,RATUL PATOWARY,Indian National Congress,43186,142,43328,35.96,61,2,INC
3,PRAMOD CHANDRA BHAGABATI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),571,0,571,0.47,61,6,SUCOI(C)
4,Dr. SHIKHAR KUMAR SARMA,Assam Jatiya Parishad,6502,25,6527,5.42,61,3,AJP
5,JYOTIRMAY SHARMA,Independent,618,1,619,0.51,61,5,I
6,NOTA,None of the Above,1083,5,1088,0.9,61,4,NOTA
1,PRABEEN BARO,Bodoland Peoples Front,38540,73,38613,28.96,62,2,BPF
2,BHUPEN BARO,"United People’s Party, Liberal",62270,115,62385,46.78,62,1,UPPL
3,SAROJANI BASUMATARY,Voters Party International,1795,3,1798,1.35,62,6,VPI
4,NABA KUMAR SARANIA,Independent,25851,39,25890,19.42,62,3,I
5,PRADIP KUMAR BARO,Independent,2568,1,2569,1.93,62,4,I
6,NOTA,None of the Above,2090,2,2092,1.57,62,5,NOTA
1,HITESH BASUMATARY,Bodoland Peoples Front,34786,279,35065,27.56,63,2,BPF
2,URKHAO GWRA BRAHMA,"United People’s Party, Liberal",61302,502,61804,48.58,63,1,UPPL
3,RAJKUMAR BARO,Voters Party International,1415,26,1441,1.13,63,6,VPI
4,KHAMPHA KHUNGUR GOYARY,Independent,907,14,921,0.72,63,7,I
5,JYOTISH KUMAR DAS,Independent,5061,58,5119,4.02,63,4,I
6,SUJAN DAS,Independent,20817,172,20989,16.5,63,3,I
7,NOTA,None of the Above,1863,21,1884,1.48,63,5,NOTA
1,KARUNA KANTA SWARGIARY,Bodoland Peoples Front,36501,286,36787,30.8,64,2,BPF
2,BISWAJIT DAIMARY,Bharatiya Janata Party,71898,741,72639,60.82,64,1,BJP
3,BHUMITRA KACHARI,Voters Party International,2080,23,2103,1.76,64,5,VPI
4,SWARNALATA CHALIHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1264,16,1280,1.07,64,7,SUCOI(C)
5,BAPAN BANIK,Independent,1750,12,1762,1.48,64,6,I
6,BISWAJIT MINJ,Independent,2519,14,2533,2.12,64,3,I
7,NOTA,None of the Above,2324,11,2335,1.95,64,4,NOTA
1,DURGA DAS BORO,Bodoland Peoples Front,60604,211,60815,41.05,65,1,BPF
2,MADHU RAM DEKA,Bharatiya Janata Party,53382,331,53713,36.26,65,2,BJP
3,KAMAL AZAD,"United People’s Party, Liberal",16814,57,16871,11.39,65,3,UPPL
4,JITENDRA CHALIHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),425,2,427,0.29,65,15,SUCOI(C)
5,BHAGABAN DEKA,Voters Party International,1239,6,1245,0.84,65,9,VPI
6,JADAV SAIKIA,Assam Jatiya Parishad,2875,33,2908,1.96,65,4,AJP
7,RADHE SHYAM CHAUHAN,Janata Dal (United),483,5,488,0.33,65,14,JD(U)
8,SUDHENDU MOHAN TALUKDAR,Bharatiya Gana Parishad,683,3,686,0.46,65,13,BGP
9,KAMAL CHOUDHURY,Independent,2078,3,2081,1.4,65,7,I
10,KANU RAM SAIKIA,Independent,835,2,837,0.57,65,11,I
11,GWMBWR MOCHAHARY,Independent,825,12,837,0.57,65,11,I
12,DULAL KUMAR BARUAH,Independent,2381,4,2385,1.61,65,6,I
13,PANKAJ ASOMIYA,Independent,2533,16,2549,1.72,65,5,I
14,RAKESH BARO,Independent,968,4,972,0.66,65,10,I
15,NOTA,None of the Above,1316,8,1324,0.89,65,8,NOTA
1,KULDIP BARUA,Indian National Congress,67316,289,67605,45.52,66,2,INC
2,PARAMANANDA RAJBONGSHI,Bharatiya Janata Party,74203,536,74739,50.33,66,1,BJP
3,GITIKA KAKATI,Assam Jatiya Parishad,2172,29,2201,1.48,66,3,AJP
4,PAHESWARI BARUA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),213,6,219,0.15,66,10,SUCOI(C)
5,HARESWAR DEKA,Voters Party International,420,3,423,0.28,66,7,VPI
6,AMIYA KUMAR DEKA,Independent,499,8,507,0.34,66,6,I
7,AROON BAROOA,Independent,244,4,248,0.17,66,9,I
8,ASIFUN NESSA,Independent,357,3,360,0.24,66,8,I
9,SAHNUR ALI,Independent,877,0,877,0.59,66,5,I
10,NOTA,None of the Above,1323,3,1326,0.89,66,4,NOTA
1,GURU JYOTI DAS,Bharatiya Janata Party,86294,738,87032,42.72,67,2,BJP
2,BASANTA DAS,Indian National Congress,111004,382,111386,54.68,67,1,INC
3,GAKUL BARUAH,Assam Jatiya Parishad,2708,38,2746,1.35,67,3,AJP
4,JITENDRA SARKAR,Voters Party International,977,3,980,0.48,67,5,VPI
5,NOTA,None of the Above,1555,12,1567,0.77,67,4,NOTA
1,ILIAS ALI,Indian National Congress,62549,410,62959,29.37,68,2,INC
2,MAZIBUR RAHMAN,All India United Democratic Front,117914,428,118342,55.2,68,1,AIUDF
3,HABIBAR RAHMAN,Asom Gana Parishad,28223,121,28344,13.22,68,3,AGP
4,SAIFUL HOQUE,Voters Party International,1795,16,1811,0.84,68,4,VPI
5,ARAB ALI,Independent,1219,8,1227,0.57,68,6,I
6,NOTA,None of the Above,1676,13,1689,0.79,68,5,NOTA
1,Rihon Daimari,Bodoland Peoples Front,56243,673,56916,46.47,69,2,BPF
