O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,AC_NO,Position,Party Code
4,Prof. A.P. ABDUL VAHAB,Indian National League,56401,1306,57707,38.11,42,2,INL
5,NOTA,None of the Above,1141,9,1150,0.76,42,4,NOTA
1,K P A MAJEED,Indian Union Muslim League,72579,920,73499,49.74,43,1,IUML
2,ABDUL MAJEED PANAKKAL,Bahujan Samaj Party,300,3,303,0.21,43,6,BSP
3,KALLIYATH SATHAR HAJI,Bharatiya Janata Party,8128,186,8314,5.63,43,3,BJP
4,MOOSA JARATHINGAL,Swaraj India,269,5,274,0.19,43,7,SI
5,ABDURAHIM NAHA,Independent,119,1,120,0.08,43,9,I
6,CHANDRAN,Independent,129,3,132,0.09,43,8,I
7,NIYAS,Independent,480,7,487,0.33,43,5,I
8,NIYAS PULIKKALAKATH,Independent,63159,762,63921,43.26,43,2,I
9,NOTA,None of the Above,715,6,721,0.49,43,4,NOTA
1,K.NARAYANAN MASTER,Bharatiya Janata Party,10371,219,10590,6.94,44,3,BJP
2,P.K.FIROS,Indian Union Muslim League,68810,909,69719,45.7,44,2,IUML
3,MUEENUDHEEN,Bahujan Samaj Party,183,0,183,0.12,44,8,BSP
4,V.ABDURAHIMAN,National Secular Conference,69633,1071,70704,46.34,44,1,NSC
5,ABDURAHIMAN.V S/o Alavi Haji,Independent,177,2,179,0.12,44,9,I
6,V.ABDURAHIMAN S/o Kathiyamu,Independent,220,4,224,0.15,44,6,I
7,ABDURAHIMAN.V S/o Muhammed,Independent,100,2,102,0.07,44,10,I
8,KUNHI MOHAMED MUTHANIKKAD BAPPUTTY,Independent,207,6,213,0.14,44,7,I
9,FIROZ S/o Avarankutty,Independent,72,1,73,0.05,44,11,I
10,FIROZ S/o Kunhumarakkar,Independent,244,3,247,0.16,44,5,I
11,NOTA,None of the Above,328,8,336,0.22,44,4,NOTA
1,Dr. ABDUL SALAM M,Bharatiya Janata Party,8933,164,9097,5.33,45,3,BJP
2,Adv. GAFOOR P LILLIS,Communist Party of India (Marxist),73947,1153,75100,43.98,45,2,CPI(M)
3,KURUKKOLI MOIDEEN,Indian Union Muslim League,80906,1408,82314,48.21,45,1,IUML
4,ASHRAF,SOCIAL DEMOCRATIC PARTY OF INDIA,2699,13,2712,1.59,45,4,SDPOI
5,ABOOBACKER SIDHEEK,Independent,233,7,240,0.14,45,7,I
6,ABDUL GAFOOR PULIKKAL,Independent,68,0,68,0.04,45,10,I
7,ABDUL GAFOOR VALIYA PEEDIKAKKAL,Independent,33,4,37,0.02,45,11,I
8,ABDUL MAHROOF A.K,Independent,105,6,111,0.07,45,9,I
9,MOIDEEN MEENTHRATHAKATH,Independent,472,5,477,0.28,45,5,I
10,MOIDEEN VALIYAKATH,Independent,167,2,169,0.1,45,8,I
11,NOTA,None of the Above,416,1,417,0.24,45,6,NOTA
1,PROF. ABID HUSSAIN THANGAL,Indian Union Muslim League,80061,1639,81700,51.08,46,1,IUML
2,P. P. GANESAN,Bharatiya Janata Party,10556,240,10796,6.75,46,3,BJP
3,N. A. MUHAMMED KUTTY (MAMMUTY),Nationalist Congress Party,63739,1373,65112,40.71,46,2,NCP
4,AYISHA,Independent,319,9,328,0.21,46,7,I
5,BINDHU DEVARAJAN,Independent,477,4,481,0.3,46,6,I
6,MOHAMED KUTTY,Independent,662,13,675,0.42,46,4,I
7,SAINUL ABID THANGAL,Independent,160,13,173,0.11,46,8,I
8,NOTA,None of the Above,664,4,668,0.42,46,5,NOTA
1,FIROS KUNNAMPARAMBIL,Indian National Congress,66750,1044,67794,44.77,47,2,INC
2,HASSAN CHIYANOOR,SOCIAL DEMOCRATIC PARTY OF INDIA,1738,9,1747,1.15,47,4,SDPOI
3,RAMESH KOTTAYAPURATH,Bharath Dharma Jana Sena,9756,158,9914,6.55,47,3,BDJS
4,DR.K.T.JALEEL,Independent,68935,1423,70358,46.46,47,1,I
5,JALEEL S/O. MUHAMMAD KUTTY,Independent,306,2,308,0.2,47,6,I
6,FIROS KUNNATHPARAMBIL,Independent,191,3,194,0.13,47,8,I
7,FIROS NELLAMKUNNATH,Independent,75,4,79,0.05,47,11,I
8,FIROS PARUVINGAL,Independent,173,2,175,0.12,47,9,I
9,MOHAMMED FIROS NURUKKUPRAMBIL,Independent,148,4,152,0.1,47,10,I
10,VELLARIKKAT MOHAMMED RAFI,Independent,220,7,227,0.15,47,7,I
11,NOTA,None of the Above,471,7,478,0.32,47,5,NOTA
1,P NANDAKUMAR,Communist Party of India (Marxist),73331,1337,74668,51.35,48,1,CPI(M)
2,Adv. A.M. ROHITH,Indian National Congress,56694,931,57625,39.63,48,2,INC
3,ANVAR PAZHANJI,SOCIAL DEMOCRATIC PARTY OF INDIA,3041,24,3065,2.11,48,4,SDPOI
4,GANESH VADERI,Welfare Party Of India,1820,43,1863,1.28,48,5,WPOI
5,SUBRAMANNIAN CHUNKAPPALLII,Bharath Dharma Jana Sena,7302,117,7419,5.1,48,3,BDJS
6,Adv. ROSHITH. M.P.,Independent,147,21,168,0.12,48,7,I
7,K SADANANDAN,Independent,144,3,147,0.1,48,8,I
8,NOTA,None of the Above,462,5,467,0.32,48,6,NOTA
1,V .T BALRAM,Indian National Congress,65629,1169,66798,43.86,49,2,INC
2,RAJAGOPAL THRITHALA,Bahujan Samaj Party,326,7,333,0.22,49,6,BSP
3,M. B RAJESH,Communist Party of India (Marxist),68468,1346,69814,45.84,49,1,CPI(M)
4,ADV:SANKU T DAS,Bharatiya Janata Party,12645,206,12851,8.44,49,3,BJP
5,ABDUL NAZAR M K,SOCIAL DEMOCRATIC PARTY OF INDIA,1572,10,1582,1.04,49,4,SDPOI
6,NOORUDHEEN E V,Independent,69,1,70,0.05,49,10,I
7,BALARAMAN K S/O KUNJUNNI,Independent,49,8,57,0.04,49,11,I
8,T .T BALARAMAN S/O KRISHNAN NAIR,Independent,42,3,45,0.03,49,12,I
9,RAJESH S/O RAMAN E,Independent,83,8,91,0.06,49,9,I
10,SREENIVAS KURUPPATH,Independent,136,0,136,0.09,49,7,I
11,HUSSAIN THATTATHAZHATH,Independent,106,1,107,0.07,49,8,I
12,NOTA,None of the Above,422,5,427,0.28,49,5,NOTA
1,Narayanan. T.P,Bahujan Samaj Party,504,13,517,0.34,50,6,BSP
2,Muhammed Muhassin,Communist Party of India,73761,1550,75311,49.58,50,1,CPI
3,K.M.Haridas,Bharatiya Janata Party,14231,347,14578,9.6,50,3,BJP
4,Riyas Mukkoli,Indian National Congress,56480,857,57337,37.74,50,2,INC
5,Ameer Ali .S.P,SOCIAL DEMOCRATIC PARTY OF INDIA,2946,29,2975,1.96,50,4,SDPOI
6,S. Mujeeb Rehman,Welfare Party Of India,776,25,801,0.53,50,5,WPOI
7,NOTA,None of the Above,378,12,390,0.26,50,7,NOTA
1,AYYAPPAN KUTTY. T.C.,Bahujan Samaj Party,875,8,883,0.58,51,5,BSP
2,FIROZ BABU.T.H,Indian National Congress,36940,786,37726,24.83,51,2,INC
3,P. MAMMIKUTTY,Communist Party of India (Marxist),72641,1759,74400,48.98,51,1,CPI(M)
4,SANDEEP VARIER,Bharatiya Janata Party,36317,656,36973,24.34,51,3,BJP
5,MUHAMMAD MUSTHAFA,SOCIAL DEMOCRATIC PARTY OF INDIA,1242,9,1251,0.82,51,4,SDPOI
6,NOTA,None of the Above,668,10,678,0.45,51,6,NOTA
1,Adv. K. PREMKUMAR,Communist Party of India (Marxist),72977,1882,74859,46.45,52,1,CPI(M)
2,P. VENUGOPALAN,Bharatiya Janata Party,24516,540,25056,15.55,52,3,BJP
3,P.P. SIVAN,Bahujan Samaj Party,654,18,672,0.42,52,5,BSP
4,DOCTOR P. SARIN,Indian National Congress,58399,1308,59707,37.05,52,2,INC
5,NOTA,None of the Above,852,15,867,0.54,52,4,NOTA
1,Guruvayoorappan P E,Bahujan Samaj Party,1321,30,1351,0.98,53,4,BSP
2,U C Raman,Indian Union Muslim League,40046,616,40662,29.36,53,2,IUML
3,Santhakumari K,Communist Party of India (Marxist),66683,1198,67881,49.01,53,1,CPI(M)
4,Suresh Babu M,Bharatiya Janata Party,27223,438,27661,19.97,53,3,BJP
5,NOTA,None of the Above,932,21,953,0.69,53,5,NOTA
1,SIVADASAN,Bahujan Samaj Party,813,14,827,0.54,54,5,BSP
2,ADVOCATE. N. SAMSUDHEEN,Indian Union Muslim League,70448,1209,71657,47.11,54,1,IUML
3,K. P. SURESH RAJ,Communist Party of India,64621,1166,65787,43.25,54,2,CPI
4,AGALI NASEEMA P,All India Anna Dravida Munnetra Kazhagam,10282,94,10376,6.82,54,3,AIADMK
5,AJIKUMAR,Independent,157,2,159,0.1,54,11,I
6,JAMES MASH,Independent,968,20,988,0.65,54,4,I
7,SHIBU GEORGE,Independent,97,4,101,0.07,54,12,I
8,SHAMSUDDEEN S/o. YUSAF,Independent,184,8,192,0.13,54,10,I
9,SHAMSUDDEEN S/o. HAMZA,Independent,479,32,511,0.34,54,7,I
10,SURESH,Independent,433,7,440,0.29,54,8,I
11,SURESH BABU,Independent,303,1,304,0.2,54,9,I
12,NOTA,None of the Above,753,7,760,0.5,54,6,NOTA
1,S. K. Ananthakrishnan,Indian National Congress,34611,833,35444,21.66,55,3,INC
2,KRISHNAKUMAR.C,Bharatiya Janata Party,49301,899,50200,30.68,55,2,BJP
3,A. PRABHAKARAN,Communist Party of India (Marxist),74096,1838,75934,46.41,55,1,CPI(M)
4,K.PRASAD,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),550,5,555,0.34,55,5,SUCOI(C)
5,ABDUL RAHEEM. S,Independent,412,6,418,0.26,55,6,I
6,NOTA,None of the Above,1041,13,1054,0.64,55,4,NOTA
1,Adv. C.P. PROMOD,Communist Party of India (Marxist),35622,811,36433,25.64,56,3,CPI(M)
2,E.T.K. VALSAN,Bahujan Samaj Party,348,11,359,0.25,56,5,BSP
3,E. SREEDHARAN,Bharatiya Janata Party,49155,1065,50220,35.34,56,2,BJP
4,SHAFI PARAMBIL,Indian National Congress,53080,999,54079,38.06,56,1,INC
5,JAYAPRAKASH. J,Samajwadi Forward Bloc,217,4,221,0.16,56,6,SFB
6,K. RAJESH,Akhil Bharat Hindu Mahasabha,104,1,105,0.07,56,8,ABHM
7,V. SACHIDANANDAN,Independent,152,7,159,0.11,56,7,I
8,NOTA,None of the Above,514,14,528,0.37,56,4,NOTA
1,JAYAPRAKASAN K.P.,Bharatiya Janata Party,18237,228,18465,14.06,57,3,BJP
2,K.A.SHEEBA,Indian National Congress,42271,942,43213,32.9,57,2,INC
3,P.P.SUMOD,Communist Party of India (Marxist),66560,1184,67744,51.58,57,1,CPI(M)
4,C.A.USHAKUMARI,Welfare Party Of India,956,29,985,0.75,57,4,WPOI
5,NOTA,None of the Above,928,12,940,0.72,57,5,NOTA
1,K. KRISHNANKUTTY,Janata Dal (Secular),82816,1856,84672,55.38,58,1,JD(S)
2,A. CHANDRAN,Bahujan Samaj Party,907,11,918,0.6,58,5,BSP
3,V. NATESAN,Bharatiya Janata Party,14257,201,14458,9.46,58,3,BJP
4,Adv. SUMESH ACHUTHAN,Indian National Congress,49724,1070,50794,33.22,58,2,INC
5,PRAMEELA. K,Independent,542,10,552,0.36,58,6,I
6,NSK PURAM SASIKUMAR,Independent,226,0,226,0.15,58,7,I
7,NOTA,None of the Above,1273,12,1285,0.84,58,4,NOTA
1,Prakash.C,Bahujan Samaj Party,1302,48,1350,0.89,59,4,BSP
2,K. Babu,Communist Party of India (Marxist),77887,2258,80145,52.89,59,1,CPI(M)
3,Anurag .A.N,Bharath Dharma Jana Sena,16388,278,16666,11.0,59,3,BDJS
4,C.N.Vijayakrishnan,Communist Marxist Party Kerala State Committee,50491,950,51441,33.95,59,2,CMPKSC
5,Babu S/o Kunchu,Independent,841,22,863,0.57,59,6,I
6,NOTA,None of the Above,1049,21,1070,0.71,59,5,NOTA
1,CHANDRAN,Bahujan Samaj Party,688,11,699,0.52,60,5,BSP
2,PALAYAM PRADEEP,Indian National Congress,39762,773,40535,29.94,60,2,INC
3,PRASANTH SIVAN,Bharatiya Janata Party,18115,234,18349,13.56,60,3,BJP
4,K.D.PRASENAN,Communist Party of India (Marxist),72947,1706,74653,55.15,60,1,CPI(M)
5,RAJESH.M,Independent,339,8,347,0.26,60,6,I
6,NOTA,None of the Above,765,18,783,0.58,60,4,NOTA
1,K RADHAKRISHNAN,Communist Party of India (Marxist),81885,1530,83415,54.41,61,1,CPI(M)
2,C C SREEKUMAR,Indian National Congress,43150,865,44015,28.71,61,2,INC
3,SHAJUMON VATTEKKAD,Bharatiya Janata Party,23716,329,24045,15.68,61,3,BJP
4,CHANDRAN THIYATH,SOCIAL DEMOCRATIC PARTY OF INDIA,1110,10,1120,0.73,61,4,SDPOI
5,NOTA,None of the Above,709,11,720,0.47,61,5,NOTA
1,Adv. K.K.ANEESHKUMAR,Bharatiya Janata Party,27479,354,27833,17.98,62,3,BJP
2,K.JAYASANKAR,Indian National Congress,47478,1423,48901,31.58,62,2,INC
3,A.C.MOIDEEN,Communist Party of India (Marxist),73979,1553,75532,48.78,62,1,CPI(M)
4,V.S.ABOOBACKER,SOCIAL DEMOCRATIC PARTY OF INDIA,1229,12,1241,0.8,62,4,SDPOI
5,JAMES PANADAN,Independent,258,7,265,0.17,62,7,I
6,MOIDEEN.K.M s/o MUHAMMED,Independent,365,15,380,0.25,62,6,I
7,A.K.MOIDHEENKUTTY,Independent,110,10,120,0.08,62,8,I
8,NOTA,None of the Above,554,5,559,0.36,62,5,NOTA
1,N.K.AKBAR,Communist Party of India (Marxist),76052,1020,77072,52.52,63,1,CPI(M)
2,Adv.K N A KHADER,Indian Union Muslim League,57918,886,58804,40.07,63,2,IUML
3,ASHARAF VADAKKOOT,SOCIAL DEMOCRATIC PARTY OF INDIA,2870,19,2889,1.97,63,4,SDPOI
4,M.KUMAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),288,13,301,0.21,63,7,SUCOI(C)
5,DILEEP NAIR,Democratic Social Justice Party,6222,72,6294,4.29,63,3,DSJP
6,ANTONY,Independent,382,10,392,0.27,63,6,I
7,NOTA,None of the Above,997,10,1007,0.69,63,5,NOTA
1,ABHAYAN.N.A,Bahujan Samaj Party,449,23,472,0.28,64,7,BSP
2,MURALI,Communist Party of India (Marxist),76339,1998,78337,46.77,64,1,CPI(M)
3,RADHAKRISHNAN,Bharatiya Janata Party,35951,615,36566,21.83,64,3,BJP
4,VIJAY HARI,Indian National Congress,46607,1854,48461,28.93,64,2,INC
5,FAISAL,SOCIAL DEMOCRATIC PARTY OF INDIA,2266,28,2294,1.37,64,4,SDPOI
6,M K DEVARAJAN,Independent,648,12,660,0.39,64,6,I
7,NOTA,None of the Above,712,0,712,0.43,64,5,NOTA
1,Anil Akkara,Indian National Congress,64089,1769,65858,38.77,65,2,INC
2,T.S Ullas Babu,Bharatiya Janata Party,21408,339,21747,12.8,65,3,BJP
3,Xavier Chittilappilly,Communist Party of India (Marxist),79216,1810,81026,47.7,65,1,CPI(M)
4,Haji Aboobaker Kundukadan,Independent,378,10,388,0.23,65,5,I
5,NOTA,None of the Above,829,13,842,0.5,65,4,NOTA
1,Adv. B Gopalakrishnan,Bharatiya Janata Party,22065,230,22295,14.28,66,3,BJP
2,Jose Valloor,Indian National Congress,54100,1051,55151,35.31,66,2,INC
3,K Rajan,Communist Party of India,75357,1300,76657,49.09,66,1,CPI
4,P K Subramanian,Bahujan Samaj Party,276,6,282,0.18,66,7,BSP
5,K K GEORGE KAKKASSERY,Independent,621,7,628,0.4,66,5,I
6,Benny Kodiyatil,Independent,330,1,331,0.21,66,6,I
7,NOTA,None of the Above,814,13,827,0.53,66,4,NOTA
1,PADMAJA VENUGOPAL,Indian National Congress,41996,1321,43317,33.52,67,2,INC
2,P BALACHANDRAN,Communist Party of India,43048,1215,44263,34.25,67,1,CPI
3,SURESH GOPI,Bharatiya Janata Party,39616,841,40457,31.3,67,3,BJP
4,THRISSUR MUKUNDAN,Indian Gandhiyan Party,217,8,225,0.17,67,6,IGP
5,AJITH MENON PONNEMKATTIL,Independent,243,9,252,0.19,67,5,I
6,NOTA,None of the Above,712,11,723,0.56,67,4,NOTA
1,C C MUKUNDHAN,Communist Party of India,71297,1633,72930,47.49,68,1,CPI
2,LOJANAN AMBATT,Bharatiya Janata Party,33190,526,33716,21.96,68,3,BJP
3,VIMAL MALLIKA VIJAYAN,Bahujan Samaj Party,357,10,367,0.24,68,7,BSP
4,ADV. SUNIL LALOOR,Indian National Congress,43379,1120,44499,28.98,68,2,INC
5,C S JITHESHKUMAR,Independent,604,13,617,0.4,68,5,I
6,SIVARATHNAN ALATHI,Independent,585,10,595,0.39,68,6,I
7,NOTA,None of the Above,815,15,830,0.54,68,4,NOTA
1,E T TAISON MASTER,Communist Party of India,71666,1495,73161,53.76,69,1,CPI
2,THANKAMANY THARAYIL,Bahujan Samaj Party,434,8,442,0.32,69,7,BSP
3,SOBHA SUBIN,Indian National Congress,49505,958,50463,37.08,69,2,INC
4,M K ASLAM,Welfare Party Of India,1630,41,1671,1.23,69,4,WPOI
5,C D SREELAL,Bharath Dharma Jana Sena,8913,153,9066,6.66,69,3,BDJS
6,M K SHAMEER,SOCIAL DEMOCRATIC PARTY OF INDIA,808,6,814,0.6,69,5,SDPOI
7,NOTA,None of the Above,457,9,466,0.34,69,6,NOTA
1,Jacob Thomas,Bharatiya Janata Party,33685,644,34329,22.12,70,3,BJP
2,R Bindu,Communist Party of India (Marxist),60843,1650,62493,40.27,70,1,CPI(M)
3,Thomas J Unniyadan,Kerala Congress,54851,1693,56544,36.44,70,2,KC
4,Joshy,Independent,292,13,305,0.2,70,6,I
5,Bindu,Independent,206,14,220,0.14,70,7,I
6,Bindu,Independent,141,21,162,0.1,70,8,I
7,Vaxerin,Independent,503,33,536,0.35,70,5,I
8,NOTA,None of the Above,583,7,590,0.38,70,4,NOTA
1,A. Nagesh (Parameswaran.A),Bharatiya Janata Party,34200,693,34893,22.33,71,3,BJP
2,P.C. Pushpakaran,Bahujan Samaj Party,440,15,455,0.29,71,6,BSP
3,K.K. Ramachandran,Communist Party of India (Marxist),71250,2115,73365,46.94,71,1,CPI(M)
4,Sunil Anthikkad (Sunilkumar. P.V),Indian National Congress,44530,1482,46012,29.44,71,2,INC
5,Rajesh Appatt,Communist Party of India (Marxist-Leninist) Red Star,475,14,489,0.31,71,5,CPI(M)RS
6,NOTA,None of the Above,1053,16,1069,0.68,71,4,NOTA
1,M S Asokan,Bahujan Samaj Party,597,20,617,0.43,72,6,BSP
2,DENNIES K ANTONY,Kerala Congress (M),59516,1315,60831,42.49,72,2,KC(M)
3,Saneeshkumar Joseph,Indian National Congress,60452,1436,61888,43.23,72,1,INC
4,Unnikrishnan K.A,Bharath Dharma Jana Sena,17014,287,17301,12.09,72,3,BDJS
5,Dharmajan P K,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),244,9,253,0.18,72,7,SUCOI(C)
6,Cheriya,Independent,137,6,143,0.1,72,10,I
7,Joshy Vattoly,Independent,143,17,160,0.11,72,9,I
8,T N Rajan,Independent,692,21,713,0.5,72,5,I
9,Rosilin,Independent,234,14,248,0.17,72,8,I
10,NOTA,None of the Above,983,17,1000,0.7,72,4,NOTA
1,M. P. JACKSON,Indian National Congress,46017,1547,47564,31.94,73,2,INC
2,REMYA MOHANAN,Bahujan Samaj Party,342,24,366,0.25,73,5,BSP
3,SANTHOSH CHERAKKULAM,Bharatiya Janata Party,27600,604,28204,18.94,73,3,BJP
4,Adv. V. R. SUNILKUMAR,Communist Party of India,69447,2010,71457,47.99,73,1,CPI
5,O. M. SREEJA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),262,8,270,0.18,73,6,SUCOI(C)
6,RAJAN PAINAT,Independent,162,9,171,0.11,73,7,I
7,NOTA,None of the Above,865,5,870,0.58,73,4,NOTA
1,Adv ELDOSE P KUNNAPILLIL,Indian National Congress,52055,1429,53484,37.1,74,1,INC
2,BABU JOSEPH PERUMBAVOOR,Kerala Congress (M),49438,1147,50585,35.09,74,2,KC(M)
3,Adv.T P SINDHUMOL,Bharatiya Janata Party,14813,322,15135,10.5,74,4,BJP
4,AJMAL K MUJEEB,SOCIAL DEMOCRATIC PARTY OF INDIA,2483,11,2494,1.73,74,5,SDPOI
5,ARSHAD K M,Welfare Party Of India,1029,9,1038,0.72,74,6,WPOI
6,Chithra Sukumaran,Twenty 20 Party,20153,383,20536,14.24,74,3,T2P
7,BABU JOSEPH ERUMALA,Independent,188,8,196,0.14,74,8,I
8,NOTA,None of the Above,686,17,703,0.49,74,7,NOTA
1,Adv. JOSE THETTAYIL,Janata Dal (Secular),54620,1013,55633,40.31,75,2,JD(S)
2,Adv. K V SABU,Bharatiya Janata Party,8547,130,8677,6.29,75,3,BJP
3,Stalin Nikathithara,Bahujan Samaj Party,322,4,326,0.24,75,6,BSP
4,ROJI M JOHN,Indian National Congress,70163,1399,71562,51.86,75,1,INC
5,JOTHILAKSHMI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),292,9,301,0.22,75,7,SUCOI(C)
6,MARTIN PAUL,Independent,621,2,623,0.45,75,5,I
7,Velayudhan,Independent,200,6,206,0.15,75,8,I
8,NOTA,None of the Above,647,22,669,0.48,75,4,NOTA
1,ANWAR SADATH,Indian National Congress,72500,1203,73703,49.0,76,1,INC
2,M.N. GOPI,Bharatiya Janata Party,15660,233,15893,10.57,76,3,BJP
3,A.G. AJAYAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),224,4,228,0.15,76,9,SUCOI(C)
4,VISWAKALA THANKAPPAN,Marxist Communist Party of India (United),340,2,342,0.23,76,8,MCPI(U)
5,K.M. SHEFRIN,Welfare Party Of India,1681,32,1713,1.14,76,5,WPOI
6,V.A RASHEED,SOCIAL DEMOCRATIC PARTY OF INDIA,2194,30,2224,1.48,76,4,SDPOI
7,Ar SHELNA NISHAD,Independent,54042,775,54817,36.44,76,2,I
8,K.V. SARALA,Independent,558,11,569,0.38,76,7,I
9,NOTA,None of the Above,931,8,939,0.62,76,6,NOTA
1,ADV. V. E. ABDUL GAFOOR,Indian Union Muslim League,60829,976,61805,39.65,77,2,IUML
2,P. S. UNNIKRISHNAN,Bahujan Samaj Party,840,17,857,0.55,77,6,BSP
3,P. RAJEEVE,Communist Party of India (Marxist),75757,1384,77141,49.49,77,1,CPI(M)
4,P. S. JAYARAJ,Bharath Dharma Jana Sena,11021,158,11179,7.17,77,3,BDJS
5,V. M. FAISAL,SOCIAL DEMOCRATIC PARTY OF INDIA,2372,13,2385,1.53,77,4,SDPOI
6,NAYANA UNNIKRISHNAN,Independent,443,9,452,0.29,77,8,I
7,P. M. K. BAVA,Independent,514,12,526,0.34,77,7,I
8,NOTA,None of the Above,1483,35,1518,0.97,77,5,NOTA
1,M.T. NIXON,Communist Party of India,59675,1288,60963,38.44,78,2,CPI
2,N.K.BIJU,Bahujan Samaj Party,708,16,724,0.46,78,5,BSP
3,V.D. SATHEESAN,Indian National Congress,80463,1801,82264,51.87,78,1,INC
4,A.B. JAYAPRAKASH,Bharath Dharma Jana Sena,12818,146,12964,8.17,78,3,BDJS
5,PRASANTH,Independent,276,3,279,0.18,78,7,I
6,SATHYANESAN EZHIKKARA,Independent,283,4,287,0.18,78,6,I
7,NOTA,None of the Above,1093,20,1113,0.7,78,4,NOTA
1,K.N. Unnikrishnan,Communist Party of India (Marxist),52712,1146,53858,41.24,79,1,CPI(M)
2,Deepak Joy,Indian National Congress,44710,947,45657,34.96,79,2,INC
3,Adv.K.S. Shaiju,Bharatiya Janata Party,13385,155,13540,10.37,79,4,BJP
4,Dr.Job Chakalakal,Twenty 20 Party,16540,167,16707,12.79,79,3,T2P
5,Dr.M.K. Mukundan,Independent,304,5,309,0.24,79,6,I
6,NOTA,None of the Above,518,7,525,0.4,79,5,NOTA
1,TONY CHAMMANY,Indian National Congress,39865,688,40553,31.51,80,2,INC
2,K.J. MAXY,Communist Party of India (Marxist),53973,659,54632,42.45,80,1,CPI(M)
3,C.G.RAJAGOPAL,Bharatiya Janata Party,10800,191,10991,8.54,80,4,BJP
4,SHINY ANTONY,Twenty 20 Party,19550,126,19676,15.29,80,3,T2P
5,Nipun Cherian,Independent,2123,26,2149,1.67,80,5,I
6,RAJANEESH BABU,Independent,224,4,228,0.18,80,7,I
7,NOTA,None of the Above,464,10,474,0.37,80,6,NOTA
1,K. BABU,Indian National Congress,65355,520,65875,42.14,81,1,INC
2,Dr. K. S. RADHAKRISHNAN,Bharatiya Janata Party,23578,178,23756,15.2,81,3,BJP
3,Adv. M. SWARAJ,Communist Party of India (Marxist),64325,558,64883,41.51,81,2,CPI(M)
4,ARUN BABU. P. C.,Shiv Sena,231,1,232,0.15,81,5,SS
5,C. B. ASHOKAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),172,1,173,0.11,81,7,SUCOI(C)
6,K. P. AYAPPEN,Independent,88,0,88,0.06,81,8,I
7,RAJESH PAIROAD,Independent,200,1,201,0.13,81,6,I
8,NOTA,None of the Above,1089,10,1099,0.7,81,4,NOTA
1,Padmaja S. Menon,Bharatiya Janata Party,15813,230,16043,14.57,82,3,BJP
2,T. J. Vinod,Indian National Congress,45066,864,45930,41.72,82,1,INC
3,Prof. Leslie Pallath,Twenty 20 Party,10550,84,10634,9.66,82,4,T2P
4,K. S. Anilkumar,Independent,215,10,225,0.2,82,8,I
5,Ashokan,Independent,173,3,176,0.16,82,9,I
6,SHAJI GEORGE PRANATHA,Independent,34528,432,34960,31.75,82,2,I
7,Shaji George Plakkil,Independent,290,15,305,0.28,82,7,I
8,Siciliamma Teacher,Independent,70,1,71,0.06,82,10,I
9,Sujith C. Sukumaran,Independent,1024,18,1042,0.95,82,5,I
10,NOTA,None of the Above,705,7,712,0.65,82,6,NOTA
1,Adv.P.T.THOMAS,Indian National Congress,58707,1132,59839,43.82,83,1,INC
2,P.M.SHIBU,Bahujan Samaj Party,322,9,331,0.24,83,6,BSP
3,S SAJI,Bharatiya Janata Party,15218,265,15483,11.34,83,3,BJP
4,KRISHNAPRASAD,Democratic Social Justice Party,174,7,181,0.13,83,8,DSJP
5,Dr.TERRY THOMAS,Twenty 20 Party,13773,124,13897,10.18,83,4,T2P
6,JINU,Independent,143,0,143,0.1,83,9,I
7,Dr.J.JACOB,Independent,44894,616,45510,33.32,83,2,I
8,BINOJ,Independent,130,4,134,0.1,83,10,I
9,SUBIN,Independent,55,4,59,0.04,83,11,I
10,RIYAS YUSUF,Independent,294,4,298,0.22,83,7,I
11,NOTA,None of the Above,688,7,695,0.51,83,5,NOTA
1,MANIKUTTAN.A.T,Bahujan Samaj Party,197,8,205,0.13,84,8,BSP
2,RENU SURESH,Bharatiya Janata Party,7056,162,7218,4.66,84,4,BJP
3,ADV. P.V.SREENIJIN,Communist Party of India (Marxist),51180,1171,52351,33.79,84,1,CPI(M)
4,V.P.SAJEENDRAN,Indian National Congress,48463,1173,49636,32.04,84,2,INC
5,KRISHNAN ERANHIKAL,SOCIAL DEMOCRATIC PARTY OF INDIA,1289,5,1294,0.84,84,5,SDPOI
6,DR. SUJITH.P.SURENDRAN,Twenty 20 Party,41890,811,42701,27.56,84,3,T2P
7,VELAYUDHAN.V.K,Independent,165,3,168,0.11,84,9,I
8,SUJITH.K.SURENDRAN,Independent,761,25,786,0.51,84,6,I
9,NOTA,None of the Above,539,26,565,0.36,84,7,NOTA
1,M ASHISH,Bharatiya Janata Party,10782,239,11021,6.97,85,3,BJP
2,Dr. SINDHUMOL JACOB,Kerala Congress (M),58041,1651,59692,37.76,85,2,KC(M)
3,ANOOP JACOB,Kerala Congress (Jacob),82436,2620,85056,53.8,85,1,KC(J)
